IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
104.16.182.8,4,3,0.25,192.58,0.00
104.21.59.118,4,3,0.25,192.68,0.00
104.18.193.250,4,3,0.25,192.95,0.00
104.18.244.229,4,3,0.25,193.29,0.00
104.16.23.93,4,3,0.25,193.48,0.00
172.64.95.112,4,3,0.25,193.57,0.00
104.18.243.31,4,3,0.25,193.73,0.00
104.16.78.27,4,3,0.25,193.77,0.00
104.16.169.108,4,3,0.25,194.33,0.00
104.17.85.138,4,3,0.25,195.12,0.00
104.17.72.241,4,3,0.25,195.23,0.00
104.16.20.250,4,3,0.25,195.70,0.00
104.18.241.209,4,3,0.25,196.05,0.00
104.16.16.145,4,3,0.25,196.26,0.00
104.21.48.73,4,3,0.25,196.40,0.00
104.16.166.144,4,3,0.25,196.51,0.00
104.26.9.107,4,3,0.25,196.72,0.00
104.18.252.63,4,3,0.25,197.03,0.00
104.16.79.168,4,3,0.25,197.23,0.00
104.21.78.250,4,3,0.25,197.31,0.00
104.17.77.159,4,3,0.25,197.48,0.00
104.21.201.210,4,3,0.25,197.66,0.00
104.16.225.207,4,3,0.25,197.89,0.00
104.16.168.218,4,3,0.25,198.13,0.00
104.16.167.49,4,3,0.25,198.28,0.00
104.19.182.172,4,3,0.25,199.41,0.00
104.21.91.28,4,3,0.25,199.87,0.00
104.21.79.48,4,3,0.25,200.17,0.00
172.67.75.200,4,3,0.25,200.29,0.00
104.17.80.78,4,3,0.25,201.20,0.00
104.16.160.32,4,3,0.25,201.26,0.00
104.21.77.236,4,3,0.25,201.70,0.00
172.64.89.15,4,3,0.25,202.42,0.00
104.22.51.53,4,3,0.25,204.12,0.00
104.19.133.118,4,3,0.25,204.55,0.00
104.16.80.27,4,3,0.25,205.42,0.00
172.64.92.111,4,3,0.25,205.73,0.00
104.19.128.199,4,3,0.25,206.01,0.00
104.21.76.193,4,3,0.25,206.11,0.00
104.26.12.12,4,3,0.25,206.83,0.00
104.21.41.108,4,3,0.25,207.17,0.00
104.21.80.34,4,3,0.25,207.50,0.00
104.21.34.177,4,3,0.25,207.80,0.00
104.26.15.1,4,3,0.25,209.49,0.00
104.21.73.238,4,3,0.25,209.49,0.00
104.16.165.120,4,3,0.25,209.91,0.00
104.21.71.28,4,3,0.25,211.34,0.00
104.21.36.114,4,3,0.25,211.58,0.00
104.21.39.228,4,3,0.25,214.76,0.00
104.21.127.247,4,3,0.25,222.09,0.00
104.26.10.40,4,3,0.25,223.88,0.00
104.26.8.167,4,3,0.25,227.02,0.00
104.21.68.219,4,3,0.25,227.07,0.00
104.21.90.180,4,3,0.25,230.30,0.00
104.21.82.185,4,3,0.25,234.47,0.00
104.21.8.59,4,3,0.25,235.08,0.00
172.67.142.242,4,3,0.25,235.91,0.00
104.16.97.22,4,3,0.25,236.45,0.00
104.16.137.56,4,3,0.25,237.83,0.00
172.65.209.61,4,3,0.25,238.09,0.00
172.65.212.8,4,3,0.25,238.24,0.00
104.18.114.248,4,3,0.25,238.29,0.00
172.67.140.231,4,3,0.25,238.30,0.00
172.65.208.176,4,3,0.25,238.37,0.00
172.67.129.201,4,3,0.25,238.40,0.00
172.65.180.100,4,3,0.25,238.86,0.00
104.18.112.249,4,3,0.25,238.91,0.00
104.19.230.47,4,3,0.25,239.14,0.00
104.16.143.111,4,3,0.25,239.30,0.00
104.16.99.83,4,3,0.25,239.70,0.00
104.18.127.192,4,3,0.25,239.78,0.00
172.65.182.252,4,3,0.25,240.01,0.00
172.67.0.76,4,3,0.25,240.08,0.00
172.67.135.90,4,3,0.25,240.27,0.00
104.16.129.29,4,3,0.25,240.52,0.00
104.20.63.79,4,3,0.25,240.68,0.00
172.67.6.254,4,3,0.25,241.20,0.00
172.65.211.27,4,3,0.25,241.40,0.00
104.18.123.114,4,3,0.25,241.41,0.00
172.67.136.47,4,3,0.25,241.45,0.00
172.66.31.156,4,3,0.25,241.69,0.00
104.16.136.187,4,3,0.25,242.51,0.00
104.20.52.176,4,3,0.25,242.81,0.00
104.21.83.244,4,3,0.25,244.85,0.00
162.159.138.75,4,3,0.25,245.04,0.00
104.16.138.250,4,3,0.25,248.91,0.00
104.21.75.216,4,3,0.25,250.55,0.00
104.16.140.205,4,3,0.25,251.99,0.00
104.23.143.236,4,3,0.25,260.31,0.00
172.67.79.111,4,3,0.25,264.66,0.00
104.19.139.121,4,3,0.25,271.40,0.00
172.64.160.165,4,3,0.25,300.69,0.00
172.64.143.234,4,3,0.25,307.37,0.00
172.64.198.163,4,3,0.25,308.42,0.00
172.64.168.116,4,3,0.25,310.15,0.00
172.64.170.214,4,3,0.25,311.32,0.00
172.64.142.208,4,3,0.25,312.61,0.00
172.64.169.168,4,3,0.25,313.19,0.00
172.64.164.224,4,3,0.25,315.49,0.00
172.67.183.149,4,3,0.25,327.52,0.00
104.27.198.194,4,3,0.25,360.20,0.00
172.67.169.146,4,3,0.25,364.76,0.00
172.67.188.97,4,3,0.25,374.70,0.00
172.67.190.148,4,3,0.25,378.86,0.00
172.67.187.113,4,3,0.25,381.45,0.00
172.67.158.168,4,3,0.25,383.58,0.00
172.67.244.192,4,3,0.25,389.61,0.00
172.67.200.4,4,3,0.25,562.89,0.00
172.67.154.95,4,3,0.25,563.92,0.00
172.67.228.169,4,3,0.25,564.58,0.00
172.67.159.126,4,3,0.25,569.46,0.00
172.67.163.137,4,3,0.25,570.96,0.00
172.67.249.102,4,3,0.25,572.16,0.00
172.67.239.38,4,3,0.25,581.21,0.00
172.67.245.15,4,3,0.25,585.97,0.00
172.67.246.227,4,3,0.25,741.11,0.00
172.67.150.55,4,3,0.25,751.21,0.00
172.67.157.13,4,3,0.25,764.71,0.00
172.67.168.215,4,3,0.25,765.58,0.00
172.67.167.230,4,3,0.25,768.32,0.00
172.67.209.111,4,3,0.25,777.56,0.00
172.67.175.109,4,3,0.25,779.16,0.00
104.18.154.234,4,2,0.50,64.14,0.00
104.19.218.133,4,2,0.50,64.48,0.00
104.19.219.58,4,2,0.50,65.87,0.00
104.18.155.32,4,2,0.50,66.69,0.00
172.64.146.55,4,2,0.50,67.16,0.00
104.25.242.150,4,2,0.50,68.89,0.00
104.19.34.5,4,2,0.50,104.80,0.00
104.19.33.197,4,2,0.50,106.37,0.00
104.19.58.215,4,2,0.50,107.32,0.00
104.19.52.129,4,2,0.50,108.53,0.00
104.19.50.116,4,2,0.50,112.48,0.00
104.17.164.254,4,2,0.50,116.43,0.00
104.17.155.116,4,2,0.50,116.85,0.00
104.18.187.24,4,2,0.50,117.78,0.00
104.17.63.62,4,2,0.50,117.98,0.00
104.17.156.127,4,2,0.50,118.10,0.00
104.17.165.192,4,2,0.50,118.11,0.00
104.18.147.133,4,2,0.50,118.17,0.00
104.17.57.236,4,2,0.50,118.76,0.00
104.17.148.66,4,2,0.50,119.74,0.00
104.17.151.163,4,2,0.50,119.83,0.00
104.16.144.194,4,2,0.50,120.07,0.00
104.18.185.119,4,2,0.50,120.16,0.00
172.64.154.124,4,2,0.50,120.74,0.00
104.17.61.249,4,2,0.50,121.11,0.00
104.17.125.69,4,2,0.50,121.23,0.00
104.17.58.128,4,2,0.50,121.32,0.00
104.17.60.133,4,2,0.50,121.33,0.00
104.17.146.145,4,2,0.50,121.34,0.00
104.17.150.139,4,2,0.50,121.51,0.00
104.16.146.103,4,2,0.50,121.66,0.00
104.16.150.59,4,2,0.50,122.18,0.00
104.17.166.113,4,2,0.50,122.51,0.00
104.17.168.94,4,2,0.50,122.55,0.00
104.16.147.162,4,2,0.50,122.65,0.00
104.17.161.71,4,2,0.50,122.83,0.00
104.17.100.111,4,2,0.50,122.96,0.00
104.17.96.40,4,2,0.50,123.02,0.00
104.19.149.78,4,2,0.50,123.41,0.00
104.17.104.139,4,2,0.50,123.47,0.00
104.17.154.58,4,2,0.50,123.59,0.00
104.17.97.41,4,2,0.50,124.49,0.00
104.17.59.96,4,2,0.50,124.84,0.00
104.17.152.64,4,2,0.50,125.01,0.00
104.18.42.27,4,2,0.50,125.02,0.00
104.17.122.10,4,2,0.50,125.54,0.00
104.17.209.129,4,2,0.50,125.94,0.00
198.41.209.36,4,2,0.50,126.07,0.00
104.16.145.28,4,2,0.50,126.50,0.00
104.19.217.121,4,2,0.50,127.07,0.00
104.16.15.91,4,2,0.50,127.64,0.00
104.17.162.101,4,2,0.50,128.59,0.00
104.18.152.39,4,2,0.50,128.78,0.00
104.18.145.248,4,2,0.50,129.04,0.00
198.41.221.96,4,2,0.50,129.04,0.00
104.16.152.139,4,2,0.50,131.56,0.00
104.18.149.101,4,2,0.50,133.44,0.00
104.16.55.133,4,2,0.50,160.13,0.00
172.65.42.241,4,2,0.50,160.61,0.00
104.16.60.128,4,2,0.50,161.25,0.00
104.16.39.31,4,2,0.50,161.47,0.00
172.67.172.18,4,2,0.50,161.58,0.00
104.16.38.78,4,2,0.50,162.47,0.00
104.16.59.187,4,2,0.50,164.28,0.00
104.22.50.79,4,2,0.50,164.30,0.00
104.16.52.124,4,2,0.50,164.83,0.00
104.16.36.78,4,2,0.50,164.87,0.00
104.16.57.41,4,2,0.50,164.96,0.00
104.16.56.236,4,2,0.50,165.21,0.00
104.16.45.55,4,2,0.50,165.34,0.00
104.16.51.62,4,2,0.50,166.10,0.00
104.16.41.44,4,2,0.50,166.39,0.00
104.21.23.50,4,2,0.50,166.75,0.00
104.16.37.203,4,2,0.50,167.13,0.00
172.67.76.82,4,2,0.50,167.18,0.00
104.16.43.197,4,2,0.50,167.19,0.00
104.18.27.15,4,2,0.50,168.04,0.00
104.16.62.8,4,2,0.50,168.58,0.00
104.18.14.31,4,2,0.50,168.61,0.00
104.22.59.107,4,2,0.50,168.62,0.00
104.18.17.165,4,2,0.50,168.79,0.00
104.22.60.183,4,2,0.50,168.81,0.00
172.65.41.198,4,2,0.50,168.93,0.00
104.16.44.218,4,2,0.50,169.01,0.00
104.18.18.82,4,2,0.50,169.12,0.00
104.21.17.179,4,2,0.50,169.52,0.00
104.21.22.195,4,2,0.50,169.55,0.00
104.18.2.86,4,2,0.50,169.79,0.00
104.18.6.2,4,2,0.50,170.01,0.00
104.22.56.95,4,2,0.50,170.08,0.00
172.67.165.175,4,2,0.50,170.15,0.00
172.67.173.117,4,2,0.50,170.37,0.00
104.22.58.38,4,2,0.50,170.51,0.00
104.21.224.26,4,2,0.50,170.52,0.00
104.16.54.168,4,2,0.50,170.52,0.00
104.16.63.129,4,2,0.50,171.18,0.00
172.67.112.102,4,2,0.50,171.77,0.00
104.16.58.90,4,2,0.50,171.83,0.00
172.67.122.17,4,2,0.50,172.03,0.00
104.18.0.222,4,2,0.50,172.20,0.00
172.65.156.86,4,2,0.50,172.40,0.00
104.25.81.212,4,2,0.50,172.52,0.00
104.25.231.247,4,2,0.50,172.55,0.00
172.67.93.69,4,2,0.50,173.08,0.00
172.67.100.16,4,2,0.50,173.47,0.00
172.65.67.89,4,2,0.50,173.66,0.00
104.18.25.98,4,2,0.50,173.74,0.00
104.16.48.72,4,2,0.50,173.81,0.00
104.18.199.130,4,2,0.50,174.14,0.00
172.65.142.162,4,2,0.50,174.23,0.00
172.66.193.112,4,2,0.50,174.44,0.00
104.20.165.199,4,2,0.50,174.59,0.00
172.65.152.242,4,2,0.50,174.66,0.00
104.16.47.175,4,2,0.50,174.82,0.00
104.19.21.224,4,2,0.50,174.85,0.00
104.25.234.212,4,2,0.50,174.89,0.00
172.67.182.199,4,2,0.50,174.92,0.00
172.67.102.92,4,2,0.50,174.97,0.00
104.22.74.241,4,2,0.50,174.99,0.00
104.20.70.4,4,2,0.50,175.00,0.00
172.66.146.153,4,2,0.50,175.06,0.00
104.24.227.97,4,2,0.50,175.13,0.00
104.20.45.243,4,2,0.50,175.21,0.00
104.20.103.45,4,2,0.50,175.24,0.00
172.65.237.43,4,2,0.50,175.28,0.00
104.23.116.102,4,2,0.50,175.29,0.00
172.65.71.59,4,2,0.50,175.31,0.00
104.23.125.32,4,2,0.50,175.35,0.00
104.20.65.153,4,2,0.50,175.38,0.00
104.20.99.109,4,2,0.50,175.53,0.00
104.24.88.114,4,2,0.50,175.59,0.00
104.23.126.193,4,2,0.50,175.61,0.00
172.65.162.130,4,2,0.50,175.67,0.00
172.67.107.168,4,2,0.50,175.75,0.00
172.65.18.55,4,2,0.50,175.82,0.00
104.16.61.213,4,2,0.50,175.90,0.00
104.27.77.88,4,2,0.50,175.93,0.00
104.21.67.92,4,2,0.50,175.95,0.00
104.24.217.97,4,2,0.50,176.01,0.00
104.23.121.173,4,2,0.50,176.18,0.00
172.65.48.218,4,2,0.50,176.32,0.00
104.24.65.175,4,2,0.50,176.58,0.00
104.24.220.138,4,2,0.50,176.72,0.00
172.65.14.23,4,2,0.50,176.72,0.00
104.21.5.5,4,2,0.50,176.73,0.00
172.65.170.49,4,2,0.50,176.85,0.00
172.65.155.228,4,2,0.50,176.92,0.00
104.20.100.244,4,2,0.50,176.98,0.00
104.20.160.231,4,2,0.50,177.02,0.00
172.65.236.228,4,2,0.50,177.10,0.00
172.67.247.80,4,2,0.50,177.13,0.00
104.24.178.177,4,2,0.50,177.16,0.00
172.67.120.193,4,2,0.50,177.17,0.00
172.67.90.60,4,2,0.50,177.24,0.00
172.64.52.230,4,2,0.50,177.25,0.00
104.27.24.122,4,2,0.50,177.26,0.00
104.27.97.47,4,2,0.50,177.30,0.00
104.18.28.35,4,2,0.50,177.30,0.00
104.25.20.121,4,2,0.50,177.45,0.00
104.20.72.47,4,2,0.50,177.48,0.00
104.22.67.97,4,2,0.50,177.58,0.00
104.27.26.45,4,2,0.50,177.59,0.00
104.20.236.178,4,2,0.50,177.60,0.00
104.27.56.158,4,2,0.50,177.61,0.00
172.67.97.61,4,2,0.50,177.61,0.00
172.65.50.14,4,2,0.50,177.63,0.00
104.25.144.67,4,2,0.50,177.69,0.00
104.25.102.113,4,2,0.50,177.69,0.00
104.24.235.13,4,2,0.50,177.72,0.00
172.67.89.3,4,2,0.50,177.74,0.00
104.20.166.39,4,2,0.50,177.81,0.00
172.67.191.234,4,2,0.50,177.81,0.00
104.27.45.95,4,2,0.50,177.91,0.00
104.27.106.230,4,2,0.50,177.91,0.00
104.27.19.168,4,2,0.50,177.93,0.00
172.65.51.136,4,2,0.50,177.94,0.00
172.67.88.209,4,2,0.50,178.03,0.00
104.24.176.136,4,2,0.50,178.06,0.00
104.25.95.73,4,2,0.50,178.10,0.00
104.21.26.157,4,2,0.50,178.11,0.00
104.18.200.239,4,2,0.50,178.14,0.00
104.24.148.172,4,2,0.50,178.18,0.00
104.24.70.189,4,2,0.50,178.22,0.00
104.24.19.240,4,2,0.50,178.25,0.00
104.27.120.214,4,2,0.50,178.25,0.00
172.67.118.203,4,2,0.50,178.26,0.00
104.20.173.127,4,2,0.50,178.26,0.00
172.65.72.94,4,2,0.50,178.36,0.00
172.66.216.240,4,2,0.50,178.38,0.00
172.65.165.23,4,2,0.50,178.40,0.00
104.27.116.230,4,2,0.50,178.46,0.00
172.65.83.10,4,2,0.50,178.51,0.00
104.27.47.94,4,2,0.50,178.53,0.00
172.67.78.149,4,2,0.50,178.57,0.00
104.20.46.18,4,2,0.50,178.60,0.00
104.20.73.136,4,2,0.50,178.61,0.00
104.18.198.161,4,2,0.50,178.63,0.00
104.24.170.69,4,2,0.50,178.70,0.00
104.20.177.235,4,2,0.50,178.73,0.00
104.24.228.155,4,2,0.50,178.74,0.00
104.20.237.13,4,2,0.50,178.74,0.00
104.25.104.18,4,2,0.50,178.83,0.00
104.20.39.147,4,2,0.50,178.91,0.00
172.65.153.139,4,2,0.50,178.91,0.00
104.27.81.211,4,2,0.50,178.94,0.00
104.20.169.179,4,2,0.50,178.97,0.00
104.27.49.203,4,2,0.50,179.03,0.00
104.20.167.27,4,2,0.50,179.04,0.00
104.16.66.39,4,2,0.50,179.07,0.00
104.24.78.108,4,2,0.50,179.09,0.00
104.20.102.152,4,2,0.50,179.16,0.00
172.67.91.120,4,2,0.50,179.17,0.00
172.65.64.56,4,2,0.50,179.20,0.00
104.23.117.17,4,2,0.50,179.21,0.00
104.24.59.122,4,2,0.50,179.22,0.00
104.24.1.176,4,2,0.50,179.25,0.00
104.21.211.205,4,2,0.50,179.29,0.00
104.20.151.29,4,2,0.50,179.34,0.00
172.65.74.165,4,2,0.50,179.35,0.00
172.67.116.60,4,2,0.50,179.36,0.00
172.67.177.178,4,2,0.50,179.38,0.00
104.23.110.83,4,2,0.50,179.39,0.00
104.27.15.237,4,2,0.50,179.42,0.00
104.25.187.16,4,2,0.50,179.47,0.00
104.24.129.134,4,2,0.50,179.48,0.00
104.24.157.181,4,2,0.50,179.50,0.00
104.24.219.20,4,2,0.50,179.51,0.00
172.65.17.111,4,2,0.50,179.56,0.00
104.22.75.198,4,2,0.50,179.56,0.00
104.24.77.65,4,2,0.50,179.59,0.00
104.20.67.206,4,2,0.50,179.62,0.00
104.25.31.199,4,2,0.50,179.64,0.00
104.23.120.161,4,2,0.50,179.65,0.00
172.65.157.146,4,2,0.50,179.67,0.00
172.65.13.156,4,2,0.50,179.74,0.00
104.21.122.199,4,2,0.50,179.74,0.00
172.65.239.165,4,2,0.50,179.74,0.00
104.27.32.181,4,2,0.50,179.77,0.00
172.65.81.116,4,2,0.50,179.80,0.00
104.20.153.3,4,2,0.50,179.88,0.00
104.24.72.87,4,2,0.50,179.95,0.00
104.23.107.69,4,2,0.50,179.96,0.00
172.65.55.52,4,2,0.50,179.97,0.00
104.25.103.135,4,2,0.50,179.98,0.00
104.18.128.12,4,2,0.50,180.08,0.00
172.65.154.140,4,2,0.50,180.09,0.00
104.24.151.159,4,2,0.50,180.11,0.00
172.67.105.107,4,2,0.50,180.12,0.00
104.19.73.249,4,2,0.50,180.16,0.00
104.24.62.109,4,2,0.50,180.16,0.00
104.20.87.94,4,2,0.50,180.21,0.00
104.27.121.251,4,2,0.50,180.25,0.00
172.67.98.213,4,2,0.50,180.26,0.00
104.24.55.196,4,2,0.50,180.27,0.00
104.25.112.212,4,2,0.50,180.27,0.00
104.27.122.100,4,2,0.50,180.40,0.00
104.18.229.58,4,2,0.50,180.41,0.00
104.27.74.186,4,2,0.50,180.44,0.00
104.24.66.65,4,2,0.50,180.47,0.00
172.66.147.87,4,2,0.50,180.50,0.00
172.65.62.134,4,2,0.50,180.50,0.00
104.24.74.16,4,2,0.50,180.52,0.00
172.65.79.164,4,2,0.50,180.53,0.00
104.23.119.44,4,2,0.50,180.53,0.00
104.24.11.247,4,2,0.50,180.55,0.00
104.19.5.46,4,2,0.50,180.55,0.00
104.24.216.254,4,2,0.50,180.60,0.00
104.22.36.245,4,2,0.50,180.65,0.00
104.24.61.68,4,2,0.50,180.68,0.00
172.65.19.190,4,2,0.50,180.69,0.00
104.20.85.94,4,2,0.50,180.71,0.00
104.22.66.29,4,2,0.50,180.74,0.00
104.19.205.192,4,2,0.50,180.76,0.00
172.65.80.34,4,2,0.50,180.82,0.00
104.27.109.243,4,2,0.50,180.97,0.00
104.16.68.224,4,2,0.50,180.98,0.00
104.25.108.188,4,2,0.50,180.98,0.00
104.27.25.39,4,2,0.50,181.00,0.00
104.19.4.16,4,2,0.50,181.05,0.00
172.65.26.131,4,2,0.50,181.07,0.00
172.65.234.152,4,2,0.50,181.08,0.00
104.18.143.236,4,2,0.50,181.11,0.00
104.22.63.119,4,2,0.50,181.13,0.00
104.20.159.0,4,2,0.50,181.14,0.00
104.25.145.188,4,2,0.50,181.15,0.00
104.24.5.51,4,2,0.50,181.16,0.00
104.23.108.211,4,2,0.50,181.21,0.00
104.23.130.58,4,2,0.50,181.23,0.00
172.66.0.182,4,2,0.50,181.26,0.00
172.67.22.187,4,2,0.50,181.26,0.00
104.25.192.71,4,2,0.50,181.27,0.00
104.20.131.71,4,2,0.50,181.29,0.00
172.67.18.91,4,2,0.50,181.31,0.00
104.27.44.251,4,2,0.50,181.32,0.00
104.21.0.153,4,2,0.50,181.36,0.00
172.65.76.239,4,2,0.50,181.36,0.00
104.24.234.1,4,2,0.50,181.37,0.00
104.24.224.73,4,2,0.50,181.38,0.00
104.24.142.142,4,2,0.50,181.39,0.00
104.20.250.238,4,2,0.50,181.40,0.00
104.27.107.193,4,2,0.50,181.42,0.00
104.18.194.90,4,2,0.50,181.42,0.00
172.65.232.27,4,2,0.50,181.42,0.00
104.20.185.153,4,2,0.50,181.44,0.00
172.65.69.20,4,2,0.50,181.49,0.00
172.65.21.129,4,2,0.50,181.52,0.00
104.27.23.86,4,2,0.50,181.53,0.00
104.24.57.55,4,2,0.50,181.55,0.00
172.64.49.217,4,2,0.50,181.56,0.00
172.65.20.171,4,2,0.50,181.60,0.00
172.67.24.135,4,2,0.50,181.61,0.00
104.25.99.97,4,2,0.50,181.63,0.00
104.25.111.55,4,2,0.50,181.66,0.00
104.25.238.103,4,2,0.50,181.71,0.00
104.22.77.35,4,2,0.50,181.72,0.00
172.67.251.18,4,2,0.50,181.72,0.00
104.27.17.88,4,2,0.50,181.83,0.00
172.67.95.107,4,2,0.50,181.85,0.00
104.22.64.58,4,2,0.50,181.90,0.00
104.18.245.150,4,2,0.50,181.91,0.00
104.25.232.101,4,2,0.50,181.97,0.00
172.67.111.185,4,2,0.50,181.99,0.00
104.25.188.200,4,2,0.50,182.02,0.00
172.64.41.246,4,2,0.50,182.05,0.00
172.67.243.95,4,2,0.50,182.09,0.00
104.20.235.167,4,2,0.50,182.13,0.00
104.24.225.61,4,2,0.50,182.13,0.00
104.25.214.107,4,2,0.50,182.16,0.00
104.16.65.129,4,2,0.50,182.20,0.00
172.67.106.149,4,2,0.50,182.20,0.00
104.27.50.91,4,2,0.50,182.24,0.00
172.67.85.199,4,2,0.50,182.25,0.00
104.25.90.135,4,2,0.50,182.28,0.00
172.66.214.96,4,2,0.50,182.30,0.00
104.27.110.29,4,2,0.50,182.35,0.00
104.27.39.47,4,2,0.50,182.35,0.00
172.66.195.39,4,2,0.50,182.45,0.00
172.65.25.247,4,2,0.50,182.49,0.00
104.19.79.196,4,2,0.50,182.50,0.00
104.25.209.38,4,2,0.50,182.50,0.00
104.24.229.99,4,2,0.50,182.50,0.00
172.65.57.145,4,2,0.50,182.51,0.00
104.20.244.89,4,2,0.50,182.54,0.00
104.27.34.253,4,2,0.50,182.60,0.00
172.67.94.164,4,2,0.50,182.61,0.00
104.27.12.7,4,2,0.50,182.61,0.00
172.65.66.193,4,2,0.50,182.62,0.00
104.22.68.46,4,2,0.50,182.64,0.00
104.23.123.234,4,2,0.50,182.65,0.00
104.25.105.234,4,2,0.50,182.65,0.00
104.25.210.49,4,2,0.50,182.70,0.00
104.24.223.240,4,2,0.50,182.77,0.00
104.27.27.107,4,2,0.50,182.80,0.00
104.25.220.152,4,2,0.50,182.80,0.00
172.67.99.51,4,2,0.50,182.85,0.00
104.24.53.50,4,2,0.50,182.86,0.00
172.67.104.2,4,2,0.50,182.88,0.00
172.66.194.185,4,2,0.50,182.94,0.00
172.67.250.56,4,2,0.50,182.97,0.00
104.24.20.166,4,2,0.50,182.99,0.00
104.24.149.64,4,2,0.50,182.99,0.00
104.21.20.250,4,2,0.50,182.99,0.00
104.20.136.131,4,2,0.50,183.01,0.00
104.24.175.109,4,2,0.50,183.02,0.00
104.24.132.177,4,2,0.50,183.05,0.00
104.27.124.11,4,2,0.50,183.09,0.00
172.65.233.63,4,2,0.50,183.09,0.00
172.67.253.173,4,2,0.50,183.10,0.00
104.17.68.101,4,2,0.50,183.10,0.00
104.20.188.201,4,2,0.50,183.13,0.00
104.27.48.225,4,2,0.50,183.16,0.00
172.65.238.179,4,2,0.50,183.20,0.00
104.23.122.179,4,2,0.50,183.28,0.00
104.22.65.110,4,2,0.50,183.31,0.00
104.24.2.181,4,2,0.50,183.33,0.00
104.21.66.91,4,2,0.50,183.34,0.00
172.65.49.79,4,2,0.50,183.35,0.00
104.20.66.143,4,2,0.50,183.48,0.00
104.27.76.58,4,2,0.50,183.48,0.00
104.24.215.192,4,2,0.50,183.50,0.00
104.20.123.104,4,2,0.50,183.51,0.00
172.66.197.222,4,2,0.50,183.55,0.00
172.67.80.159,4,2,0.50,183.59,0.00
172.65.136.45,4,2,0.50,183.59,0.00
104.23.114.110,4,2,0.50,183.60,0.00
104.20.95.213,4,2,0.50,183.61,0.00
104.23.118.17,4,2,0.50,183.61,0.00
104.24.155.6,4,2,0.50,183.62,0.00
104.27.114.90,4,2,0.50,183.69,0.00
172.65.159.130,4,2,0.50,183.76,0.00
172.65.70.224,4,2,0.50,183.77,0.00
104.24.221.250,4,2,0.50,183.80,0.00
104.22.73.94,4,2,0.50,183.91,0.00
104.24.133.42,4,2,0.50,183.93,0.00
172.67.179.110,4,2,0.50,183.95,0.00
104.27.79.77,4,2,0.50,183.96,0.00
172.65.164.19,4,2,0.50,183.97,0.00
172.65.161.39,4,2,0.50,183.99,0.00
104.20.251.5,4,2,0.50,184.00,0.00
104.21.101.101,4,2,0.50,184.00,0.00
172.65.68.111,4,2,0.50,184.04,0.00
172.65.63.166,4,2,0.50,184.18,0.00
104.25.96.206,4,2,0.50,184.26,0.00
104.24.226.158,4,2,0.50,184.26,0.00
104.19.206.219,4,2,0.50,184.31,0.00
172.67.194.186,4,2,0.50,184.34,0.00
104.20.202.248,4,2,0.50,184.34,0.00
104.21.203.207,4,2,0.50,184.36,0.00
104.24.145.244,4,2,0.50,184.40,0.00
104.27.80.123,4,2,0.50,184.42,0.00
104.21.207.162,4,2,0.50,184.46,0.00
104.21.60.58,4,2,0.50,184.48,0.00
172.64.33.10,4,2,0.50,184.52,0.00
104.24.169.10,4,2,0.50,184.52,0.00
104.24.218.63,4,2,0.50,184.53,0.00
172.66.144.137,4,2,0.50,184.55,0.00
104.27.93.208,4,2,0.50,184.57,0.00
104.19.71.126,4,2,0.50,184.61,0.00
104.24.54.196,4,2,0.50,184.62,0.00
104.19.249.239,4,2,0.50,184.64,0.00
104.27.16.20,4,2,0.50,184.67,0.00
172.67.96.74,4,2,0.50,184.73,0.00
104.24.143.105,4,2,0.50,184.77,0.00
104.27.78.23,4,2,0.50,184.81,0.00
104.19.204.115,4,2,0.50,184.82,0.00
104.25.41.181,4,2,0.50,184.84,0.00
104.27.29.253,4,2,0.50,184.86,0.00
104.18.211.211,4,2,0.50,184.87,0.00
104.24.128.2,4,2,0.50,184.88,0.00
104.24.58.254,4,2,0.50,184.91,0.00
172.65.151.144,4,2,0.50,184.92,0.00
104.27.33.20,4,2,0.50,184.93,0.00
104.27.41.90,4,2,0.50,185.00,0.00
104.27.46.108,4,2,0.50,185.00,0.00
104.24.75.85,4,2,0.50,185.03,0.00
104.25.43.88,4,2,0.50,185.04,0.00
104.25.42.51,4,2,0.50,185.05,0.00
104.27.73.221,4,2,0.50,185.08,0.00
104.20.122.219,4,2,0.50,185.09,0.00
104.24.222.14,4,2,0.50,185.10,0.00
104.18.140.162,4,2,0.50,185.12,0.00
104.16.22.113,4,2,0.50,185.16,0.00
104.20.213.182,4,2,0.50,185.18,0.00
104.16.161.74,4,2,0.50,185.21,0.00
104.19.207.222,4,2,0.50,185.28,0.00
104.27.18.12,4,2,0.50,185.46,0.00
172.65.158.90,4,2,0.50,185.51,0.00
104.16.64.211,4,2,0.50,185.57,0.00
172.64.40.245,4,2,0.50,185.62,0.00
104.27.63.34,4,2,0.50,185.62,0.00
172.67.23.194,4,2,0.50,185.65,0.00
104.20.182.247,4,2,0.50,185.72,0.00
104.24.73.86,4,2,0.50,185.75,0.00
104.27.37.205,4,2,0.50,185.79,0.00
104.20.194.163,4,2,0.50,185.81,0.00
104.24.64.54,4,2,0.50,185.89,0.00
104.27.90.136,4,2,0.50,185.92,0.00
104.27.91.119,4,2,0.50,185.92,0.00
172.66.215.129,4,2,0.50,185.97,0.00
